Time,QR,Line,ESD
21-02-2022 09:36:39 UTC,7352210450,Line 1,"21,728806694348624"
21-02-2022 09:36:41 UTC,7352210450,Line 1,"22,077518701553345"
21-02-2022 09:36:43 UTC,7352210450,Line 1,"21,728806694348624"
21-02-2022 09:36:45 UTC,7352210450,Line 1,"21,38009468714399"
21-02-2022 09:36:47 UTC,7352210450,Line 1,"21,38009468714399"
21-02-2022 09:36:49 UTC,7352210450,Line 1,"20,68267067273455"
21-02-2022 09:36:51 UTC,7352210450,Line 1,"20,68267067273455"
21-02-2022 09:36:53 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:36:55 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:36:57 UTC,7352210450,Line 1,"21,03138267993927"
21-02-2022 09:36:59 UTC,7352210450,Line 1,"19,985246658325195"
21-02-2022 09:37:01 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:37:03 UTC,7352210450,Line 1,"19,985246658325195"
21-02-2022 09:37:05 UTC,7352210450,Line 1,"21,38009468714399"
21-02-2022 09:37:07 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:37:09 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:37:11 UTC,7352210450,Line 1,"19,636534651120474"
21-02-2022 09:37:13 UTC,7352210450,Line 1,"20,333958665529916"
21-02-2022 09:37:16 UTC,7352210450,Line 1,"19,636534651120474"
21-02-2022 09:37:18 UTC,7352210450,Line 1,"19,287822643915842"
21-02-2022 09:37:20 UTC,7352210450,Line 1,"19,287822643915842"
21-02-2022 09:37:22 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:24 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:26 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:28 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:30 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:32 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:34 UTC,7352210450,Line 1,"18,241686622301767"
21-02-2022 09:37:36 UTC,7352210450,Line 1,"18,5903986295064"
21-02-2022 09:37:38 UTC,7352210450,Line 1,"18,93911063671112"
21-02-2022 09:37:40 UTC,7352210450,Line 1,"18,5903986295064"
21-02-2022 09:37:42 UTC,7352210450,Line 1,"18,241686622301767"
21-02-2022 09:37:44 UTC,7352210450,Line 1,"17,892974615097046"
21-02-2022 09:37:46 UTC,7352210450,Line 1,"17,892974615097046"
21-02-2022 09:37:48 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:37:50 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:37:53 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:37:55 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:37:57 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:37:59 UTC,7352210450,Line 1,"17,195550600687692"
21-02-2022 09:38:01 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:38:03 UTC,7352210450,Line 1,"17,892974615097046"
21-02-2022 09:38:05 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:38:07 UTC,7352210450,Line 1,"17,892974615097046"
21-02-2022 09:38:09 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:38:11 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:38:13 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:38:15 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:38:17 UTC,7352210450,Line 1,"17,544262607892325"
21-02-2022 09:38:19 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:38:21 UTC,7352210450,Line 1,"17,195550600687692"
21-02-2022 09:38:23 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:38:25 UTC,7352210450,Line 1,"17,195550600687692"
21-02-2022 09:38:27 UTC,7352210450,Line 1,"16,49812658627825"
21-02-2022 09:38:29 UTC,7352210450,Line 1,"16,49812658627825"
21-02-2022 09:38:31 UTC,7352210450,Line 1,"16,49812658627825"
21-02-2022 09:38:33 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:38:35 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:38:37 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:38:39 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:38:41 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:38:43 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:38:45 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:38:48 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:38:50 UTC,7352210450,Line 1,"15,103278557459543"
21-02-2022 09:38:52 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:38:54 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:38:56 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:38:58 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:00 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:39:02 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:04 UTC,7352210450,Line 1,"15,103278557459543"
21-02-2022 09:39:06 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:08 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:10 UTC,7352210450,Line 1,"16,149414579073618"
21-02-2022 09:39:12 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:14 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:39:16 UTC,7352210450,Line 1,"15,103278557459543"
21-02-2022 09:39:18 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:20 UTC,7352210450,Line 1,"15,103278557459543"
21-02-2022 09:39:22 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:24 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:26 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:39:28 UTC,7352210450,Line 1,"15,800702571868896"
21-02-2022 09:39:30 UTC,7352210450,Line 1,"16,84683859348297"
21-02-2022 09:39:32 UTC,7352210450,Line 1,"15,451990564664175"
21-02-2022 09:39:34 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:37 UTC,7352210450,Line 1,"15,103278557459543"
21-02-2022 09:39:39 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:41 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:43 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:45 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:47 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:39:49 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:39:51 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:53 UTC,7352210450,Line 1,"14,754566550254822"
21-02-2022 09:39:55 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:39:57 UTC,7352210450,Line 1,"14,057142535845468"
21-02-2022 09:39:59 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:01 UTC,7352210450,Line 1,"13,708430528640747"
21-02-2022 09:40:03 UTC,7352210450,Line 1,"14,4058545430501"
21-02-2022 09:40:05 UTC,7352210450,Line 1,"13,708430528640747"
